id,date,price,predict_price,error,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,age
1402950100,2014-11-21,305000,433487,42,4,2.5,2430,5959,2.0,0,0,3,8,2430,0,2002,0,98092,47.34375,-122.1875,2100,5414,13
1775900220,2014-09-22,300000,426842,42,3,1.5,1320,15053,1.0,0,0,3,7,1320,0,1979,0,98072,47.75,-122.125,1250,13368,36
6204200590,2014-10-29,410000,583397,42,3,2.75,1690,5763,1.0,0,0,5,7,1180,510,1985,0,98011,47.71875,-122.1875,1560,7518,30
9485951460,2014-06-23,385000,548889,42,4,2.75,2700,37011,2.0,0,0,3,9,2700,0,1984,0,98042,47.34375,-122.0625,2700,37457,31
9523103590,2015-03-16,770000,442852,42,4,1.0,1480,3750,1.5,0,0,4,7,1480,0,1912,0,98103,47.6875,-122.375,1570,3750,103
8121100395,2014-06-24,425000,244090,42,4,1.5,1600,6180,1.5,0,0,3,6,1600,0,1946,0,98118,47.5625,-122.3125,1410,6180,69
9348500220,2014-07-28,555000,791690,42,3,3.0,2410,12183,2.0,0,0,3,9,2410,0,1988,0,98011,47.75,-122.1875,2540,9979,27
5451210150,2014-05-14,955000,544601,42,5,2.25,2510,9887,2.0,0,0,3,8,2510,0,1972,0,98040,47.53125,-122.25,2510,10006,43
5016001619,2015-01-22,699999,399072,42,3,0.75,1240,4000,1.0,0,0,4,7,1240,0,1968,0,98112,47.625,-122.3125,1460,4000,47
8944300110,2015-01-08,218250,126339,42,3,1.0,1270,7344,1.0,0,0,3,7,970,300,1967,0,98023,47.3125,-122.375,1290,7300,48
3529300330,2014-11-07,370000,527412,42,3,2.5,1980,6922,2.0,0,0,5,8,1980,0,1991,0,98031,47.40625,-122.1875,2090,7697,24
9407000230,2014-12-04,240000,340973,42,3,1.0,1600,12566,1.0,0,0,4,7,1600,0,1971,0,98045,47.4375,-121.75,1600,10650,44
1651500040,2014-08-01,1980000,1133015,42,4,4.0,4360,12081,2.0,0,0,3,10,4360,0,2007,0,98004,47.625,-122.25,2180,10800,8
745530240,2014-12-26,865950,1237922,42,5,3.5,4890,12039,2.0,0,0,3,9,3590,1300,2014,0,98011,47.71875,-122.1875,4590,10079,1
2781280300,2014-10-16,249900,355474,42,3,2.5,1610,3517,2.0,0,0,3,8,1610,0,2005,0,98055,47.4375,-122.1875,1830,2889,10
9320350130,2014-08-23,453000,645476,42,3,3.0,2330,4284,2.0,0,0,3,9,1920,410,2004,0,98108,47.5625,-122.3125,2330,3709,11
6149700197,2014-11-06,308625,438873,42,2,2.0,1500,1408,3.0,0,0,3,7,1500,0,1999,0,98133,47.71875,-122.3125,1500,1245,16
4046500160,2014-07-29,441000,628261,42,3,2.0,1720,15000,1.0,0,0,3,9,1720,0,2011,0,98014,47.6875,-121.9375,1900,15337,4
3814900210,2014-08-29,471275,673838,42,4,2.5,3361,5038,2.0,0,0,3,9,3361,0,2014,0,98092,47.3125,-122.1875,2316,4105,1
4457300005,2015-03-25,1839900,1049903,42,4,3.25,4140,11007,2.0,0,0,3,10,4140,0,2013,0,98040,47.5625,-122.1875,2150,9663,2
9578060420,2015-01-14,525000,750073,42,4,3.0,2650,4924,2.0,0,0,3,8,2650,0,2011,0,98028,47.78125,-122.25,2380,4733,4
2154970020,2014-07-03,2351960,1359381,42,4,4.25,5010,19412,2.0,0,1,3,11,4000,1010,2014,0,98040,47.53125,-122.1875,3820,17064,1
1441000470,2014-07-28,458000,653705,42,4,3.5,3217,4000,2.0,0,0,3,8,2587,630,2008,0,98055,47.4375,-122.1875,2996,5418,7
8085400586,2014-11-01,1750000,1008008,42,4,2.75,3560,8975,2.0,0,0,3,10,3560,0,2014,0,98004,47.625,-122.1875,3440,12825,1
6056111067,2014-07-07,230000,327368,42,3,1.75,1140,1201,2.0,0,0,3,8,1140,0,2014,0,98108,47.5625,-122.3125,1210,1552,1
740500040,2014-10-01,265000,375347,41,4,1.0,1860,8505,1.0,0,0,4,7,1860,0,1955,0,98055,47.4375,-122.1875,1560,8505,60
2397101606,2014-12-08,2630000,1542530,41,6,4.75,5540,7200,2.5,0,2,4,11,3950,1590,1909,0,98119,47.625,-122.375,2930,7200,106
1346300150,2014-10-20,3300000,1939888,41,8,4.0,7710,11750,3.5,0,0,5,12,6090,1620,1904,0,98112,47.625,-122.3125,4210,8325,111
7893203770,2015-03-04,196000,115014,41,3,1.0,1220,6719,1.0,0,0,3,6,1220,0,1953,0,98198,47.40625,-122.3125,1580,7200,62
3332000615,2015-04-22,389000,229063,41,3,1.0,1330,3740,1.5,0,0,3,6,1330,0,1903,0,98118,47.5625,-122.25,1330,5053,112
1081330210,2014-09-11,410000,580089,41,4,2.25,2150,27345,2.0,0,0,5,8,2150,0,1976,0,98059,47.46875,-122.125,2200,11923,39
1773600691,2014-06-25,346500,489710,41,3,1.0,1150,11802,1.0,0,0,4,7,1150,0,1932,1958,98106,47.5625,-122.375,1880,6082,83
1453602310,2014-12-16,303000,427337,41,2,1.5,1400,1650,3.0,0,0,3,7,1400,0,1999,0,98125,47.71875,-122.3125,1430,1650,16
7568700215,2015-03-12,399500,566229,41,4,1.5,1660,6617,1.0,0,0,5,7,1660,0,1947,0,98155,47.75,-122.3125,950,7440,68
2767603255,2015-02-24,540000,314813,41,2,1.0,1170,4750,1.0,0,0,3,6,1170,0,1903,0,98107,47.6875,-122.375,1170,2023,112
2420069220,2014-12-03,209000,122899,41,3,1.0,1320,3954,1.5,0,0,3,6,1320,0,1912,2014,98022,47.1875,-122.0,1270,5184,103
4337600205,2014-11-12,129888,75350,41,2,1.0,710,9900,1.0,0,0,3,6,710,0,1943,0,98166,47.46875,-122.3125,1070,9900,72
1442300035,2014-07-02,355000,503938,41,3,1.75,1730,7416,1.5,0,0,3,7,1730,0,1954,0,98133,47.75,-122.375,1390,6490,61
7853301400,2014-05-20,625000,887105,41,4,2.5,3550,8048,2.0,0,0,3,9,3550,0,2007,0,98065,47.53125,-121.875,3920,7871,8
5078400035,2015-04-02,875000,508633,41,4,1.75,2360,8286,1.0,0,0,3,7,1320,1040,1952,0,98004,47.625,-122.1875,1680,7630,63
1370803640,2014-08-20,619790,359972,41,3,1.75,1040,5097,1.0,0,0,4,7,800,240,1944,0,98199,47.625,-122.375,1630,5097,71
1266200140,2015-05-06,1850000,1089744,41,4,3.25,4160,10335,2.0,0,0,3,10,4160,0,2014,0,98004,47.625,-122.1875,1840,10333,1
7694200340,2014-10-16,398651,565868,41,4,2.5,2650,4120,2.0,0,0,3,8,2650,0,2014,0,98146,47.5,-122.3125,2030,3768,1
5078400215,2014-07-30,1695000,994084,41,5,4.75,3940,7067,2.0,0,0,3,10,3230,710,2008,0,98004,47.625,-122.1875,1910,7735,7
250000010,2014-09-24,1750000,1026188,41,4,3.5,3845,8400,2.0,0,0,3,10,3845,0,2013,0,98004,47.625,-122.1875,1710,8400,2
3574750020,2014-06-25,594000,843314,41,4,2.75,2720,4613,2.0,0,0,3,9,2720,0,2005,0,98028,47.75,-122.25,2830,4836,10
662440020,2015-02-26,380000,538580,41,4,2.5,2420,4981,2.0,0,0,3,9,2420,0,2009,0,98038,47.375,-122.0,2420,5000,6
1085623560,2015-02-02,442515,627701,41,4,2.5,2930,4875,2.0,0,0,3,9,2930,0,2014,0,98030,47.34375,-122.1875,2815,4900,1
1925059254,2015-05-07,2998000,1763680,41,5,4.0,6670,16481,2.0,0,0,3,12,4960,1710,2007,0,98004,47.65625,-122.25,4800,16607,8
9828701508,2014-05-20,772000,448861,41,3,2.25,1640,1204,3.0,0,0,3,8,1640,0,2014,0,98112,47.625,-122.3125,1630,3136,1
6056111063,2014-07-31,230000,325708,41,3,1.75,1140,1165,2.0,0,0,3,8,1140,0,2014,0,98108,47.5625,-122.3125,1150,1552,1
173000036,2014-10-07,327000,462189,41,3,3.0,1370,1001,3.0,0,0,3,8,1370,0,2009,0,98133,47.71875,-122.375,1399,1151,6
2827100075,2014-07-27,286308,404915,41,2,1.5,1220,1036,3.0,0,0,3,7,1220,0,2006,0,98133,47.75,-122.375,1210,659,9
5428000070,2015-05-11,770000,1090924,41,5,3.5,4750,8234,2.0,0,2,3,10,3350,1400,2013,0,98198,47.34375,-122.3125,2160,14496,2
4188300180,2014-11-12,650000,922729,41,3,2.5,2870,7288,2.0,0,0,3,9,2870,0,2012,0,98011,47.78125,-122.25,2870,5998,3
7853370440,2014-11-21,637850,903811,41,5,3.25,3340,4900,2.0,0,2,3,9,2500,840,2014,0,98065,47.53125,-121.875,3220,5200,1
3814900660,2014-07-21,471835,665669,41,4,2.5,3281,5354,2.0,0,0,3,9,3281,0,2014,0,98092,47.3125,-122.1875,2598,4815,1
524059330,2015-01-30,1700000,1001715,41,4,3.5,3830,8963,2.0,0,0,3,10,3120,710,2014,0,98004,47.59375,-122.1875,2190,10777,1
191100405,2015-04-21,1575000,918250,41,4,3.25,3410,10125,2.0,0,0,3,10,3410,0,2007,0,98040,47.5625,-122.25,2290,10125,8
7011201482,2015-03-17,552700,329714,40,2,1.0,1100,2800,1.0,0,0,3,7,1100,0,1925,0,98119,47.625,-122.375,1110,1673,90
9265410090,2014-10-08,160000,94879,40,3,1.75,1370,8006,2.0,0,0,3,7,1370,0,1990,0,98001,47.25,-122.25,1530,8006,25
5318100965,2015-02-17,1600000,953250,40,4,3.5,3890,3600,2.0,0,0,3,9,2860,1030,2005,0,98112,47.625,-122.3125,2460,6050,10
6413100242,2014-08-26,400000,561741,40,3,1.75,1730,9211,1.0,0,0,3,8,1730,0,1961,0,98125,47.71875,-122.3125,1440,9211,54
1568100220,2014-09-08,350000,490692,40,3,1.0,1010,8551,1.0,0,0,5,7,1010,0,1953,0,98155,47.75,-122.3125,1310,8504,62
419000035,2014-10-15,187000,111396,40,2,1.0,860,5400,1.0,0,0,4,5,860,0,1953,0,98056,47.5,-122.1875,960,5400,62
1446400615,2014-05-27,268000,377650,40,4,2.0,1930,6600,1.0,0,0,4,7,1030,900,1967,0,98168,47.46875,-122.3125,1220,6600,48
923059206,2014-07-15,374000,526426,40,4,1.75,2220,15600,1.0,0,0,5,7,1140,1080,1963,0,98056,47.5,-122.1875,1670,4800,52
1133000694,2015-03-12,325000,457115,40,4,1.75,1670,9500,1.0,0,0,3,7,1670,0,1976,0,98125,47.71875,-122.3125,1620,9500,39
2525049113,2014-07-25,1950000,1156037,40,4,3.5,4065,18713,2.0,0,0,4,10,4065,0,1987,0,98039,47.625,-122.25,3070,18713,28
1722800835,2014-08-11,252500,149748,40,2,1.0,770,2191,1.0,0,0,3,6,770,0,1937,0,98108,47.5625,-122.3125,940,5000,78
5424100030,2015-02-11,327555,459278,40,3,2.5,2329,5720,2.0,0,0,3,8,2329,0,2010,0,98030,47.375,-122.1875,2197,5720,5
7852090390,2015-04-13,715000,1007745,40,4,2.5,3020,7035,2.0,0,4,3,9,3020,0,2001,0,98065,47.53125,-121.875,3020,6771,14
7576200012,2014-07-17,1262000,748499,40,2,3.0,2210,3917,2.0,0,0,3,10,1500,710,2008,0,98122,47.625,-122.3125,1720,3933,7
2311400195,2015-03-03,1563100,932845,40,5,3.5,3630,8100,2.0,0,0,3,10,3630,0,2008,0,98004,47.59375,-122.1875,1730,8246,7
9828701507,2014-12-02,759000,448717,40,3,2.25,1640,1873,3.0,0,0,3,8,1640,0,2014,0,98112,47.625,-122.3125,1640,3920,1
321030010,2014-10-15,310000,436370,40,4,2.5,2310,7384,2.0,0,0,3,8,2310,0,2010,0,98042,47.375,-122.1875,2310,7800,5
9512200050,2014-08-27,551000,776893,40,5,3.75,3090,4943,2.0,0,0,3,10,3090,0,2010,0,98058,47.46875,-122.125,3191,5561,5
207700050,2014-10-15,588000,826814,40,5,3.0,3110,4464,2.0,0,0,3,8,3110,0,2007,0,98011,47.78125,-122.1875,2450,4221,8
5631501202,2015-03-26,585000,821082,40,4,2.5,2820,5612,2.0,0,0,3,9,2820,0,2007,0,98028,47.75,-122.25,1620,14881,8
7853360300,2014-09-04,540000,761257,40,4,3.5,3510,6005,2.0,0,0,3,8,2750,760,2010,0,98065,47.53125,-121.875,3090,5866,5
9578500810,2014-11-21,418000,586155,40,4,3.25,3266,5969,2.0,0,0,3,8,3266,0,2014,0,98023,47.3125,-122.375,3087,5169,1
7017200055,2015-01-13,560000,787202,40,4,3.0,2720,7570,2.0,0,0,3,9,2720,0,2008,0,98133,47.71875,-122.375,1770,5705,7
7299810040,2015-04-06,790000,1106884,40,4,3.0,5370,69848,2.0,0,0,3,10,3500,1870,2005,0,98042,47.3125,-122.0625,4443,94403,10
2652501565,2015-04-23,1550000,926905,40,3,3.25,3530,4920,2.0,0,0,3,9,2660,870,2015,0,98109,47.65625,-122.375,1900,4200,0
1776230220,2014-06-26,414000,580933,40,3,2.5,2490,4540,2.5,0,0,3,8,2490,0,2012,0,98059,47.5,-122.125,2640,3844,3
3831250130,2014-08-25,370000,518871,40,3,2.5,2313,5700,2.0,0,0,3,9,2313,0,2011,0,98030,47.34375,-122.1875,2323,5701,4
2140950130,2014-09-11,440000,616301,40,4,2.5,2990,7928,2.0,0,0,3,9,2990,0,2011,0,98010,47.3125,-122.0,2810,7401,4
644000115,2014-09-23,1765000,1052107,40,4,3.25,3980,10249,2.0,0,0,3,10,3980,0,2011,0,98004,47.59375,-122.1875,2450,10912,4
3262300818,2015-02-27,1865000,1101098,40,4,3.75,3790,8797,2.0,0,0,3,11,3290,500,2006,0,98039,47.625,-122.25,2660,12150,9
7570050450,2014-09-10,347500,486906,40,3,2.5,2540,4760,2.0,0,0,3,8,2540,0,2010,0,98038,47.34375,-122.0,2540,4571,5
5347200165,2014-10-02,265000,159399,39,3,1.0,1070,4800,1.0,0,0,3,6,970,100,1947,0,98126,47.53125,-122.375,1120,1198,68
1193000220,2015-04-07,689800,416038,39,2,1.75,1370,3125,1.0,0,0,3,7,1090,280,1950,0,98199,47.65625,-122.375,1730,5966,65
3501600100,2015-01-05,490000,295799,39,3,1.0,920,4800,1.0,0,0,4,6,780,140,1926,0,98117,47.6875,-122.375,1370,4800,89
3558900590,2014-11-25,360000,503158,39,6,1.75,2230,10080,1.0,0,0,3,7,1390,840,1969,0,98034,47.71875,-122.1875,2110,8475,46
6638900405,2014-12-08,405000,244451,39,2,1.0,800,6016,1.0,0,0,3,6,800,0,1942,0,98117,47.6875,-122.375,1470,3734,73
3931900580,2015-03-13,1389000,840359,39,4,3.5,3130,3900,2.0,0,0,3,9,2550,580,2008,0,98115,47.6875,-122.3125,1830,3900,7
7853220910,2014-09-15,485000,677519,39,3,2.5,2270,7887,2.0,0,2,3,8,2270,0,2004,0,98065,47.53125,-121.875,2550,7133,11
722079015,2014-10-17,610000,367622,39,3,2.5,2080,167270,1.0,0,0,3,7,2080,0,2000,0,98038,47.40625,-121.9375,2080,55321,15
3388110230,2014-07-29,179000,248872,39,4,1.75,1790,7175,1.5,0,0,3,6,1410,380,1900,0,98168,47.5,-122.3125,1790,8417,115
1337300145,2014-07-21,1800000,1092371,39,4,2.5,3320,8325,2.5,0,0,5,10,3320,0,1905,0,98112,47.625,-122.3125,3680,6050,110
4140500180,2014-06-04,545000,758678,39,5,2.5,2730,17240,1.0,0,0,5,7,1660,1070,1958,0,98028,47.75,-122.25,2250,13200,57
9357000230,2014-08-22,267000,162449,39,3,1.0,940,4700,1.0,0,0,4,6,940,0,1942,0,98146,47.5,-122.375,1020,5700,73
923000115,2014-10-29,588000,822173,39,3,1.75,2310,7620,2.0,0,0,3,8,2310,0,1942,1988,98177,47.71875,-122.375,2200,7672,73
5070000120,2014-08-13,269950,376889,39,3,1.5,1740,9547,1.0,0,0,4,7,1740,0,1962,0,98055,47.4375,-122.1875,1780,9936,53
1446400564,2014-05-07,185000,257389,39,4,1.0,1490,6600,1.0,0,0,3,7,1490,0,1969,0,98168,47.46875,-122.3125,1280,6600,46
832700320,2015-02-09,348000,483966,39,3,2.5,1490,2478,3.0,0,0,3,8,1490,0,2009,0,98133,47.71875,-122.375,1270,1156,6
6130500060,2014-07-21,370000,516794,39,3,2.5,1650,1793,3.0,0,0,3,8,1650,0,2007,0,98133,47.71875,-122.3125,1650,1863,8
6661200260,2015-05-12,220000,132463,39,2,1.5,1030,2850,2.0,0,0,3,7,1030,0,1995,0,98038,47.375,-122.0625,1030,3000,20
6181500100,2015-04-29,351000,491269,39,3,2.5,2594,4455,2.0,0,0,3,8,2594,0,2012,0,98001,47.3125,-122.25,2981,4950,3
1023059246,2014-05-14,437000,607489,39,3,2.75,2580,5200,2.0,0,0,3,8,2580,0,2008,0,98059,47.5,-122.125,2700,5602,7
1900600015,2015-02-27,550000,334749,39,3,2.5,1930,6604,2.0,0,0,3,7,1930,0,2014,0,98166,47.46875,-122.375,910,6604,1
2926049582,2015-04-12,265000,369034,39,2,1.5,1084,3427,2.0,0,0,3,7,1084,0,1976,0,98125,47.71875,-122.3125,1084,6250,39
7694200350,2014-08-20,399963,559920,39,4,2.5,2620,4050,2.0,0,0,3,8,2620,0,2014,0,98146,47.5,-122.3125,2030,3944,1
301402280,2015-03-31,223990,136362,39,2,2.25,1061,2884,2.0,0,0,3,7,1061,0,2013,0,98002,47.34375,-122.1875,1481,2887,2
4233800020,2014-10-08,270000,377213,39,4,2.5,2701,5821,2.0,0,0,3,7,2701,0,2013,0,98092,47.28125,-122.1875,2566,5843,2
7625702277,2015-03-31,406000,247497,39,2,2.0,1110,1095,3.0,0,0,3,7,980,130,2008,0,98136,47.5625,-122.375,1110,1083,7
9578060230,2014-06-18,535000,746855,39,4,2.5,2610,4595,2.0,0,0,3,8,2610,0,2008,0,98028,47.78125,-122.25,2440,4588,7
5637500082,2014-12-03,346000,209791,39,3,2.0,1060,1184,2.0,0,0,3,7,730,330,2006,0,98136,47.53125,-122.375,1270,1601,9
6448000100,2014-06-17,1728000,1067652,38,4,3.0,3700,20570,1.0,0,0,4,10,1850,1850,1976,0,98004,47.625,-122.25,3080,17595,39
2130400150,2014-09-25,340000,471213,38,3,1.75,1210,9635,1.0,0,0,4,7,1210,0,1987,0,98019,47.75,-122.0,1550,10707,28
3885803465,2015-04-09,698000,426505,38,3,1.75,1220,7447,1.0,0,0,4,7,1220,0,1964,0,98033,47.6875,-122.1875,1340,7200,51
425000065,2014-10-21,180000,249588,38,2,1.0,1150,5695,1.0,0,0,4,6,1150,0,1958,0,98056,47.5,-122.1875,1150,5695,57
3331000220,2014-08-14,280000,386720,38,4,1.5,1940,6386,1.0,0,0,3,7,1140,800,1954,0,98118,47.5625,-122.3125,1340,6165,61
525069133,2014-08-05,780000,1081370,38,4,3.25,3900,40962,2.0,0,0,3,10,3900,0,1991,0,98053,47.6875,-122.0625,1730,11775,24
5427100150,2014-06-26,1410000,861214,38,4,2.25,3250,16684,2.0,0,0,3,9,3250,0,1979,0,98039,47.625,-122.25,2890,16927,36
112900110,2014-09-03,345000,478939,38,3,2.5,1620,5992,2.0,0,0,3,7,1620,0,2001,0,98019,47.75,-121.9375,1620,4644,14
3448000755,2014-06-04,399950,554862,38,3,1.5,2080,5244,1.0,0,0,3,7,1190,890,1959,0,98125,47.71875,-122.3125,1850,6982,56
2447500015,2014-11-21,581000,807284,38,2,1.75,1930,11200,1.0,0,2,3,8,1430,500,1951,0,98177,47.75,-122.375,2840,12408,64
9551201560,2014-07-22,760000,469722,38,2,1.0,1410,3600,1.5,0,0,4,7,1310,100,1925,0,98103,47.65625,-122.3125,1740,4200,90
1980200015,2014-09-29,695000,960512,38,4,3.5,3530,7202,2.0,0,0,3,9,2660,870,2000,0,98177,47.71875,-122.375,2810,8100,15
2623069010,2015-01-16,745000,1032840,38,5,4.0,4720,493534,2.0,0,0,5,9,3960,760,1975,0,98027,47.46875,-122.0,2160,219542,40
2560805440,2015-01-29,283500,174757,38,3,1.75,1250,5375,1.0,0,0,3,7,1250,0,1985,0,98198,47.375,-122.3125,1320,6258,30
3345700215,2014-06-20,595000,823933,38,3,2.75,3290,22649,2.0,0,0,4,8,3290,0,1993,0,98056,47.53125,-122.1875,2750,6119,22
2895800710,2014-12-02,267800,369928,38,3,1.75,1410,1899,2.0,0,0,3,8,1410,0,2014,0,98106,47.53125,-122.375,1410,1811,1
6817750140,2014-07-08,293000,405515,38,3,2.25,1910,3481,2.0,0,0,3,8,1910,0,2009,0,98055,47.4375,-122.1875,1714,3177,6
7708210070,2014-06-17,535000,743591,38,4,2.75,3070,7201,2.0,0,0,3,9,3070,0,2006,0,98059,47.5,-122.125,2880,8364,9
832700270,2015-02-13,318000,440187,38,3,1.5,1240,983,3.0,0,0,3,8,1240,0,2009,0,98133,47.71875,-122.375,1240,1026,6
856000635,2015-03-23,2225000,1370613,38,4,4.25,4700,10800,2.0,0,1,3,11,3910,790,2002,0,98033,47.6875,-122.1875,2370,7680,13
3232200085,2015-04-28,1500000,919125,38,6,3.5,3670,3959,2.0,0,0,3,10,2410,1260,2008,0,98119,47.625,-122.375,2060,3625,7
4139300135,2014-07-09,2321000,1436774,38,5,4.75,5780,17004,2.0,0,0,3,11,4260,1520,2006,0,98040,47.59375,-122.1875,3460,10855,9
3682000060,2015-03-23,349950,484638,38,4,3.5,2796,3520,2.5,0,0,3,8,2796,0,2013,0,98001,47.34375,-122.25,2040,5195,2
3166900270,2015-04-02,391500,542859,38,3,2.5,2424,6143,2.0,0,0,3,9,2424,0,2014,0,98030,47.34375,-122.125,2381,6036,1
7852120120,2014-06-20,725000,1007093,38,3,3.5,3690,8837,2.0,0,0,3,10,3690,0,2001,0,98065,47.53125,-121.875,3690,9585,14
7708210040,2014-09-12,561000,776881,38,5,2.75,3370,10315,2.0,0,0,3,9,3370,0,2006,0,98059,47.5,-122.125,3010,8296,9
524059063,2014-05-06,1800000,1103703,38,5,5.0,4490,10279,2.0,0,0,3,10,3930,560,2013,0,98004,47.59375,-122.1875,2490,10279,2
9532000500,2014-08-01,415000,576141,38,3,2.5,1610,3600,2.0,0,0,3,8,1610,0,2010,0,98072,47.78125,-122.1875,2210,3600,5
7787920080,2014-06-16,492500,682885,38,5,2.5,2570,9962,2.0,0,0,3,8,2570,0,2006,0,98019,47.71875,-121.9375,2890,9075,9
1732800199,2015-05-11,935000,576239,38,2,2.5,1680,977,3.0,0,0,3,9,1680,0,2009,0,98119,47.625,-122.375,1680,977,6
5379803372,2014-11-12,495000,687291,38,4,2.5,3390,7870,2.0,0,0,3,8,3390,0,2014,0,98188,47.46875,-122.25,1960,10069,1
6664500090,2015-01-15,750000,1042232,38,5,4.0,4500,8130,2.0,0,0,3,10,4500,0,2007,0,98059,47.46875,-122.125,2840,8402,8
4046700300,2014-10-30,325000,448100,37,3,2.0,1670,17071,1.0,0,0,3,7,1100,570,1988,0,98014,47.6875,-121.9375,1660,15593,27
7525100590,2015-04-06,382000,525453,37,2,2.0,1350,2560,1.0,0,0,4,8,1350,0,1974,0,98052,47.625,-122.125,1800,2560,41
1737320120,2014-05-02,470000,644478,37,5,2.5,2210,9655,1.0,0,0,3,8,1460,750,1976,0,98011,47.78125,-122.25,2080,8633,39
1721801280,2015-03-04,230000,144746,37,2,0.75,900,3527,1.0,0,0,3,6,900,0,1939,0,98146,47.5,-122.3125,1220,4080,76
7227800180,2015-04-03,325000,202757,37,5,2.0,1730,10532,1.0,0,0,4,5,1730,0,1943,0,98056,47.5,-122.1875,1940,8501,72
3009800015,2015-04-22,502501,313747,37,2,1.0,1100,4750,1.0,0,0,3,7,1100,0,1946,0,98116,47.5625,-122.375,1830,4750,69
871000065,2014-11-20,419000,262388,37,2,1.0,720,4592,1.0,0,0,4,6,720,0,1943,0,98199,47.65625,-122.375,1030,5816,72
3624079067,2014-05-08,330000,205054,37,2,2.0,1550,435600,1.5,0,0,2,7,1550,0,1972,0,98065,47.5,-121.875,1600,217800,43
4054700300,2014-10-21,680000,932084,37,4,2.75,3310,50951,2.0,0,0,3,9,3310,0,1998,0,98077,47.71875,-122.0,3230,39340,17
4218400455,2014-07-08,2180000,1358259,37,6,2.75,4710,11000,2.0,0,3,3,10,3690,1020,1931,0,98105,47.65625,-122.25,2950,5300,84
327000165,2015-04-13,1150000,713035,37,4,2.5,2330,30122,1.0,0,1,3,8,1490,840,1951,0,98115,47.6875,-122.25,2430,6726,64
3056700150,2014-06-25,200000,125889,37,3,2.0,1190,6833,1.0,0,0,3,7,1190,0,1995,0,98092,47.3125,-122.1875,1540,8000,20
5553300375,2014-08-20,2160000,1354015,37,3,3.5,3080,6495,2.0,0,3,3,11,2530,550,1996,2006,98199,47.625,-122.375,4120,8620,19
9264950410,2015-05-04,369000,507936,37,4,2.5,2550,7349,2.0,0,0,3,9,2550,0,1989,0,98023,47.3125,-122.375,2400,8508,26
952006857,2015-01-22,370000,230507,37,3,2.5,1070,1219,2.0,0,0,3,7,720,350,2004,0,98116,47.5625,-122.375,1070,1254,11
6384500535,2015-03-26,499000,309985,37,3,1.0,1270,6250,1.0,0,0,3,7,910,360,1955,0,98116,47.5625,-122.375,2000,6250,60
7436300180,2014-05-19,530000,726534,37,3,3.5,2320,3174,2.0,0,0,3,9,2060,260,1997,0,98033,47.6875,-122.1875,2320,3187,18
306000565,2014-08-25,290000,399860,37,2,1.5,1020,1275,3.0,0,0,3,8,1020,0,2008,0,98103,47.6875,-122.375,980,1415,7
1624049293,2014-05-06,390000,534499,37,5,3.75,2890,5000,1.0,0,0,3,7,1310,1580,2006,0,98108,47.5625,-122.3125,1930,5117,9
2140950160,2015-02-22,390000,537513,37,4,2.5,2610,7227,2.0,0,0,3,9,2610,0,2011,0,98010,47.3125,-122.0,2630,7421,4
3321049112,2015-02-22,379900,522134,37,4,2.5,3181,5831,2.0,0,0,3,8,3181,0,2014,0,98003,47.28125,-122.3125,2056,24393,1
1441000090,2014-11-26,485000,665456,37,4,3.5,3273,5115,2.0,0,0,3,8,2671,602,2014,0,98055,47.4375,-122.1875,2996,5100,1
3760500407,2014-05-21,1030000,1412244,37,3,4.0,3880,13095,2.0,0,3,3,11,3700,180,2009,0,98034,47.6875,-122.25,3880,10830,6
5693500846,2015-04-20,667000,418113,37,3,1.75,1370,1921,3.0,0,0,3,8,1370,0,2007,0,98103,47.65625,-122.375,1370,4000,8
9578500820,2014-11-25,424950,586078,37,4,3.25,3266,5398,2.0,0,0,3,8,3266,0,2014,0,98023,47.3125,-122.375,3087,5152,1
5710000005,2014-05-22,2150000,1354010,37,4,5.5,5060,10320,2.0,0,0,3,11,5060,0,2008,0,98004,47.625,-122.1875,3010,10080,7
3336000052,2014-10-22,221000,304859,37,3,2.5,1320,1780,2.0,0,0,3,7,880,440,2005,0,98118,47.53125,-122.25,3040,6000,10
1085623730,2014-11-29,498445,683322,37,4,2.5,3216,5902,2.0,0,0,3,9,3216,0,2014,0,98030,47.34375,-122.1875,2815,4916,1
7625702264,2015-04-27,399000,247502,37,2,2.0,1110,1155,3.0,0,0,3,7,980,130,2008,0,98136,47.5625,-122.375,1110,1089,7
4188300030,2015-04-29,715000,981984,37,5,3.0,3490,6091,2.0,0,0,3,9,3490,0,2009,0,98011,47.78125,-122.25,2870,5932,6
6204050160,2014-06-08,540000,741922,37,5,3.0,2870,4369,2.0,0,0,3,8,2090,780,2007,0,98011,47.75,-122.1875,2640,4610,8
6306800050,2014-09-25,486940,671127,37,4,2.5,3250,13360,2.0,0,0,3,9,3250,0,2014,0,98030,47.34375,-122.1875,2612,14448,1
7625702263,2014-06-12,402000,250898,37,3,3.5,1240,1666,2.0,0,0,3,7,1000,240,2008,0,98136,47.5625,-122.375,1110,1027,7
524059322,2015-02-26,999999,628736,37,3,2.5,2100,4097,2.0,0,0,3,9,2100,0,2008,0,98004,47.59375,-122.1875,1780,4764,7
